koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,koipos,koineg,koiperpos,koiperneg,koitimepos,koitimeneg,koidurpos,koidurneg,koidepthpos,koidepthneg,koipradpos,koipradneg,koiteqpos,koiteqneg,koinsolpos,koinsolneg,koisteffpos,koisteffneg,koisloggpos,koisloggneg,koisradpos,koisradneg
CONFIRMED,CANDIDATE,1,4.431238488,0.000006106,-0.000006106,171.015,0.00111,-0.00111,3.15,0.0423,-0.0423,1010.9,15.2,-15.2,3.25,0.47,-0.25,1104,0,0,351.23,135.26,-68.33,71.1,5714,77,-77,4.428,0.063,-0.117,1.015,0.148,-0.079,15.367,4.431244594,4.431232382,4.431244594,4.431232382,171.01611,171.01389,3.1923,3.1077,1026.1,995.7,3.72,3,1104,1104,486.49,282.9,5791,5637,4.491,4.311,1.163,0.936
CONFIRMED,CANDIDATE,1,11.37936986,0.00002415,-0.00002415,133.84992,0.00183,-0.00183,2.6255,0.073,-0.073,1023.5,29.7,-29.7,3.95,0.57,-0.31,806,0,0,99.68,38.38,-19.39,37.9,5714,77,-77,4.428,0.063,-0.117,1.015,0.148,-0.079,15.367,11.37939401,11.37934571,11.37939401,11.37934571,133.85175,133.84809,2.6985,2.5525,1053.2,993.8,4.52,3.64,806,806,138.06,80.29,5791,5637,4.491,4.311,1.163,0.936
CONFIRMED,CANDIDATE,1,26.39432897,0.00005724,-0.00005724,176.05459,0.00176,-0.00176,3.573,0.0643,-0.0643,1510.9,36.3,-36.3,3.07,0.41,-0.22,489,0,0,13.49,6.07,-3.21,48.2,5129,154,-154,4.595,0.03,-0.084,0.763,0.103,-0.055,15.234,26.39438621,26.39427173,26.39438621,26.39427173,176.05635,176.05283,3.6373,3.5087,1547.2,1474.6,3.48,2.85,489,489,19.56,10.28,5283,4975,4.625,4.511,0.866,0.708
CONFIRMED,CANDIDATE,1,13.57078281,0.00001585,-0.00001585,136.279194,0.000957,-0.000957,3.3539,0.0489,-0.0489,511.7,6.3,-6.3,2.64,0.4,-0.27,785,0,0,89.61,38.12,-22.92,88.4,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,12.882,13.57079866,13.57076696,13.57079866,13.57076696,136.280151,136.278237,3.4028,3.305,518,505.4,3.04,2.37,785,785,127.73,66.69,5959,5737,4.496,4.296,1.166,0.909
CONFIRMED,CANDIDATE,1,7.12594387,0.00001406,-0.00001406,139.00492,0.00159,-0.00159,3.0014,0.0384,-0.0384,192.4,4.4,-4.4,1.79,0.26,-0.23,997,0,0,233.31,94.86,-70.6,47.1,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,12.791,7.12595793,7.12592981,7.12595793,7.12592981,139.00651,139.00333,3.0398,2.963,196.8,188,2.05,1.56,997,997,328.17,162.71,5883,5664,4.471,4.231,1.244,0.945
FALSE POSITIVE,FALSE POSITIVE,0.014,7.442652004,0.000000702,-0.000000702,169.9717797,0.0000732,-0.0000732,2.3078,0.0129,-0.0129,24446,37.8,-37.8,15.03,4.73,-1.58,967,0,0,206.78,195.52,-61.76,835.6,6108,183,-201,4.469,0.07,-0.21,0.956,0.301,-0.1,15.27,7.442652706,7.442651302,7.442652706,7.442651302,169.9718529,169.9717065,2.3207,2.2949,24483.8,24408.2,19.76,13.45,967,967,402.3,145.02,6291,5907,4.539,4.259,1.257,0.856
CONFIRMED,CANDIDATE,1,16.38489988,0.00005219,-0.00005219,172.72782,0.00248,-0.00248,3.0249,0.0798,-0.0798,1127.1,42,-42,2,0.09,-0.1,433,0,0,8.35,1.49,-1.35,28.9,4126,82,-82,4.661,0.022,-0.022,0.615,0.027,-0.029,15.095,16.38495207,16.38484769,16.38495207,16.38484769,172.7303,172.72534,3.1047,2.9451,1169.1,1085.1,2.09,1.9,433,433,9.84,7,4208,4044,4.683,4.639,0.642,0.586
CONFIRMED,CANDIDATE,1,7.8774163,0.00001493,-0.00001493,176.3759,0.00147,-0.00147,2.0805,0.0517,-0.0517,1306.1,37.7,-37.7,2.16,0.09,-0.11,553,0,0,22.18,3.97,-3.59,38.7,4126,82,-82,4.661,0.022,-0.022,0.615,0.027,-0.029,15.095,7.87743123,7.87740137,7.87743123,7.87740137,176.37737,176.37443,2.1322,2.0288,1343.8,1268.4,2.25,2.05,553,553,26.15,18.59,4208,4044,4.683,4.639,0.642,0.586
CONFIRMED,CANDIDATE,1,36.4454001,0.0001809,-0.0001809,151.60125,0.00392,-0.00392,4.007,0.126,-0.126,1122.3,53.4,-53.4,1.99,0.09,-0.09,332,0,0,2.88,0.51,-0.47,21.7,4126,82,-82,4.661,0.022,-0.022,0.615,0.027,-0.029,15.095,36.445581,36.4452192,36.445581,36.4452192,151.60517,151.59733,4.133,3.881,1175.7,1068.9,2.08,1.9,332,332,3.39,2.41,4208,4044,4.683,4.639,0.642,0.586
CONFIRMED,CANDIDATE,1,3.728732147,0.000000936,-0.000000936,171.793255,0.000195,-0.000195,2.683,0.035,-0.035,5226.5,18.5,-18.5,6.02,1.22,-0.52,1023,0,0,258.34,162.58,-65.21,345.2,5497,166,-149,4.577,0.034,-0.136,0.809,0.164,-0.07,15.523,3.728733083,3.728731211,3.728733083,3.728731211,171.79345,171.79306,2.718,2.648,5245,5208,7.24,5.5,1023,1023,420.92,193.13,5663,5348,4.611,4.441,0.973,0.739
CANDIDATE,CANDIDATE,0.999,40.4195037,0.0001139,-0.0001139,173.56469,0.00222,-0.00222,3.362,0.14,-0.14,6256,230,-230,7.51,1.12,-0.91,467,0,0,11.29,5.67,-3.57,36.9,5446,179,-163,4.507,0.116,-0.105,0.781,0.116,-0.095,15.487,40.4196176,40.4193898,40.4196176,40.4193898,173.56691,173.56247,3.502,3.222,6486,6026,8.63,6.6,467,467,16.96,7.72,5625,5283,4.623,4.402,0.897,0.686
CONFIRMED,CANDIDATE,1,2.243380573,0.00000267,-0.00000267,170.679233,0.0009,-0.0009,1.1196,0.0384,-0.0384,821.7,25.6,-25.6,1.99,0.1,-0.12,822,0,0,107.6,21.47,-20.32,38.9,4149,82,-91,4.698,0.024,-0.027,0.564,0.03,-0.033,15.135,2.243383243,2.243377903,2.243383243,2.243377903,170.680133,170.678333,1.158,1.0812,847.3,796.1,2.09,1.87,822,822,129.07,87.28,4231,4058,4.722,4.671,0.594,0.531
FALSE POSITIVE,FALSE POSITIVE,0,10.40599802,0.000002515,-0.000002515,177.197466,0.00019,-0.00019,6.5036,0.0145,-0.0145,14489,22.4,-22.4,11.23,2.92,-1.95,833,0,0,113.94,90.01,-45.01,745.2,5746,173,-173,4.393,0.18,-0.198,0.924,0.241,-0.16,15.562,10.40600053,10.4059955,10.40600053,10.4059955,177.197656,177.197276,6.5181,6.4891,14511.4,14466.6,14.15,9.28,833,833,203.95,68.93,5919,5573,4.573,4.195,1.165,0.764
CONFIRMED,CANDIDATE,1,2.337437946,0.000001951,-0.000001951,171.761982,0.000659,-0.000659,1.9982,0.0271,-0.0271,971.2,13.7,-13.7,2.34,0.17,-0.09,1070,0,0,311.16,69.46,-40.17,82.4,5005,79,-79,4.595,0.012,-0.064,0.765,0.055,-0.028,15.334,2.337439897,2.337435995,2.337439897,2.337435995,171.762641,171.761323,2.0253,1.9711,984.9,957.5,2.51,2.25,1070,1070,380.62,270.99,5084,4926,4.607,4.531,0.82,0.737
CANDIDATE,CANDIDATE,0.993,7.2406612,0.00001617,-0.00001617,137.75545,0.002,-0.002,0.558,0.171,-0.171,556.4,44.1,-44.1,19.45,1.4,-0.71,734,0,0,68.63,15.32,-8.86,13.7,5005,79,-79,4.595,0.012,-0.064,0.765,0.055,-0.028,15.334,7.24067737,7.24064503,7.24067737,7.24064503,137.75745,137.75345,0.729,0.387,600.5,512.3,20.85,18.74,734,734,83.95,59.77,5084,4926,4.607,4.531,0.82,0.737
CANDIDATE,CANDIDATE,0.871,3.43591631,0.00004729,-0.00004729,132.6624,0.011,-0.011,3.133,0.407,-0.407,23.2,3.4,-3.4,0.55,0.08,-0.07,1272,0,0,617.61,251.11,-186.88,8.7,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,12.791,3.4359636,3.43586902,3.4359636,3.43586902,132.6734,132.6514,3.54,2.726,26.6,19.8,0.63,0.48,1272,1272,868.72,430.73,5883,5664,4.471,4.231,1.244,0.945
CONFIRMED,CANDIDATE,1,11.59822233,0.00001407,-0.00001407,180.395376,0.000923,-0.000923,2.5237,0.052,-0.052,2804.5,46.3,-46.3,2.65,0.21,-0.29,396,0,0,5.82,1.49,-1.63,71,3688,73,-91,4.79,0.05,-0.045,0.473,0.037,-0.051,15.937,11.5982364,11.59820826,11.5982364,11.59820826,180.396299,180.394453,2.5757,2.4717,2850.8,2758.2,2.86,2.36,396,396,7.31,4.19,3761,3597,4.84,4.745,0.51,0.422
CONFIRMED,CANDIDATE,1,6.575315881,0.000003726,-0.000003726,173.634044,0.000455,-0.000455,4.3084,0.0306,-0.0306,2793.3,14.9,-14.9,5.31,1.5,-0.81,1015,0,0,251.38,209.1,-91.63,221.1,5992,162,-180,4.415,0.105,-0.195,0.989,0.28,-0.151,15.312,6.575319607,6.575312155,6.575319607,6.575312155,173.634499,173.633589,4.339,4.2778,2808.2,2778.4,6.81,4.5,1015,1015,460.48,159.75,6154,5812,4.52,4.22,1.269,0.838
CONFIRMED,CANDIDATE,1,7.275040844,0.000004677,-0.000004677,169.994217,0.000507,-0.000507,7.5377,0.0681,-0.0681,3001,11.5,-11.5,4.86,1.05,-0.37,833,0,0,113.64,75.31,-28.97,312.1,5485,164,-180,4.556,0.028,-0.161,0.867,0.187,-0.067,15.08,7.275045521,7.275036167,7.275045521,7.275036167,169.994724,169.99371,7.6058,7.4696,3012.5,2989.5,5.91,4.49,833,833,188.95,84.67,5649,5305,4.584,4.395,1.054,0.8
CONFIRMED,CANDIDATE,1,19.27153892,0.00004145,-0.00004145,186.77093,0.00182,-0.00182,2.7594,0.0551,-0.0551,1219.8,35.3,-35.3,1.93,0.1,-0.12,393,0,0,5.66,1.13,-1.06,37.1,4077,81,-81,4.702,0.027,-0.027,0.56,0.03,-0.034,15.385,19.27158037,19.27149747,19.27158037,19.27149747,186.77275,186.76911,2.8145,2.7043,1255.1,1184.5,2.03,1.81,393,393,6.79,4.6,4158,3996,4.729,4.675,0.59,0.526
CONFIRMED,CANDIDATE,1,10.06524317,0.0000149,-0.0000149,136.28906,0.00119,-0.00119,1.369,0.0393,-0.0393,1053.3,39.2,-39.2,1.91,0.1,-0.12,488,0,0,13.43,2.69,-2.5,30.3,4077,81,-81,4.702,0.027,-0.027,0.56,0.03,-0.034,15.385,10.06525807,10.06522827,10.06525807,10.06522827,136.29025,136.28787,1.4083,1.3297,1092.5,1014.1,2.01,1.79,488,488,16.12,10.93,4158,3996,4.729,4.675,0.59,0.526
CONFIRMED,CANDIDATE,1,12.3935651,0.00003932,-0.00003932,178.74725,0.00245,-0.00245,3.8896,0.0834,-0.0834,916.6,29.1,-29.1,2.66,0.54,-0.23,677,0,0,49.68,31.16,-12.97,35.8,5557,166,-166,4.603,0.034,-0.128,0.75,0.152,-0.065,15.505,12.39360442,12.39352578,12.39360442,12.39352578,178.7497,178.7448,3.973,3.8062,945.7,887.5,3.2,2.43,677,677,80.84,36.71,5723,5391,4.637,4.475,0.902,0.685
CONFIRMED,CANDIDATE,0.998,43.84439721,0.00009613,-0.00009613,151.93538,0.00192,-0.00192,6.802,0.119,-0.119,615.2,7.7,-7.7,2.87,0.43,-0.3,531,0,0,18.77,7.98,-4.8,83.7,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,12.882,43.84449334,43.84430108,43.84449334,43.84430108,151.9373,151.93346,6.921,6.683,622.9,607.5,3.3,2.57,531,531,26.75,13.97,5959,5737,4.496,4.296,1.166,0.909
FALSE POSITIVE,FALSE POSITIVE,0,3.341913228,0.000009953,-0.000009953,171.63943,0.00247,-0.00247,3.813,0.12,-0.12,725.3,21.3,-21.3,21.55,3.54,-1.89,1032,0,0,268.67,145.91,-70.67,39,5295,175,-159,4.551,0.049,-0.105,0.811,0.133,-0.071,15.629,3.341923181,3.341903275,3.341923181,3.341903275,171.6419,171.63696,3.933,3.693,746.6,704,25.09,19.66,1032,1032,414.58,198,5470,5136,4.6,4.446,0.944,0.74
FALSE POSITIVE,FALSE POSITIVE,0.773,1.626630225,0.000001015,-0.000001015,169.820171,0.000487,-0.000487,2.1145,0.0285,-0.0285,1620.6,19,-19,32.43,9,-4.83,1547,0,0,1355.88,1105.99,-486.6,103.6,5735,155,-172,4.41,0.124,-0.186,0.973,0.27,-0.145,15.279,1.62663124,1.62662921,1.62663124,1.62662921,169.820658,169.819684,2.143,2.086,1639.6,1601.6,41.43,27.6,1547,1547,2461.87,869.28,5890,5563,4.534,4.224,1.243,0.828
CONFIRMED,CANDIDATE,1,2.711504086,0.0000038,-0.0000038,170.03417,0.00111,-0.00111,3.0099,0.0423,-0.0423,837.5,14.5,-14.5,3.12,1.02,-0.34,1420,0,0,960.79,931.74,-309.76,64.5,6214,174,-239,4.442,0.054,-0.216,1.076,0.353,-0.118,15.541,2.711507886,2.711500286,2.711507886,2.711500286,170.03528,170.03306,3.0522,2.9676,852,823,4.14,2.78,1420,1420,1892.53,651.03,6388,5975,4.496,4.226,1.429,0.958
CONFIRMED,CANDIDATE,1,7.21203748,0.00001553,-0.00001553,172.81782,0.00163,-0.00163,4.0491,0.058,-0.058,950.4,19.5,-19.5,3.32,1.09,-0.36,1025,0,0,260.58,252.7,-84.01,51.5,6214,174,-239,4.442,0.054,-0.216,1.076,0.353,-0.118,15.541,7.21205301,7.21202195,7.21205301,7.21202195,172.81945,172.81619,4.1071,3.9911,969.9,930.9,4.41,2.96,1025,1025,513.28,176.57,6388,5975,4.496,4.226,1.429,0.958
FALSE POSITIVE,FALSE POSITIVE,0,14.1798187,0.0001643,-0.0001643,171.50237,0.0076,-0.0076,2.505,0.315,-0.315,459.9,51.9,-51.9,1.88,0.71,-0.14,711,0,0,60.35,67.75,-14.34,11.2,5799,161,-168,4.539,0.027,-0.275,0.878,0.333,-0.065,15.727,14.179983,14.1796544,14.179983,14.1796544,171.50997,171.49477,2.82,2.19,511.8,408,2.59,1.74,711,711,128.1,46.01,5960,5631,4.566,4.264,1.211,0.813
CONFIRMED,CANDIDATE,1,8.47237911,0.0000156,-0.0000156,174.16212,0.00149,-0.00149,2.7245,0.0484,-0.0484,1123.5,26.7,-26.7,2.59,0.37,-0.22,751,0,0,75.44,35.44,-19.3,47.6,5354,159,-159,4.587,0.032,-0.104,0.788,0.113,-0.066,15.339,8.47239471,8.47236351,8.47239471,8.47236351,174.16361,174.16063,2.7729,2.6761,1150.2,1096.8,2.96,2.37,751,751,110.88,56.14,5513,5195,4.619,4.483,0.901,0.722
CONFIRMED,CANDIDATE,0.989,60.4189369,0.0005043,-0.0005043,181.16367,0.00625,-0.00625,5.039,0.184,-0.184,931.3,49.6,-49.6,2.36,0.34,-0.2,390,0,0,5.49,2.58,-1.4,20.1,5354,159,-159,4.587,0.032,-0.104,0.788,0.113,-0.066,15.339,60.4194412,60.4184326,60.4194412,60.4184326,181.16992,181.15742,5.223,4.855,980.9,881.7,2.7,2.16,390,390,8.07,4.09,5513,5195,4.619,4.483,0.901,0.722
CONFIRMED,CANDIDATE,1,12.61190435,0.00000665,-0.00000665,180.892284,0.000413,-0.000413,5.1497,0.0592,-0.0592,6105.6,27.6,-27.6,7.4,2.2,-0.73,753,0,0,76.15,66.33,-21.39,277.2,5795,156,-173,4.508,0.039,-0.208,0.919,0.273,-0.091,15.14,12.611911,12.6118977,12.611911,12.6118977,180.892697,180.891871,5.2089,5.0905,6133.2,6078,9.6,6.67,753,753,142.48,54.76,5951,5622,4.547,4.3,1.192,0.828
FALSE POSITIVE,FALSE POSITIVE,0,1.433769925,0.000000741,-0.000000741,170.403536,0.000397,-0.000397,1.8868,0.0232,-0.0232,1976.3,20.4,-20.4,46.58,8.01,-8,1920,0,0,3209.29,1411.94,-1136.62,112.6,6017,72,-90,4.22,0.156,-0.117,1.339,0.23,-0.23,15.122,1.433770666,1.433769184,1.433770666,1.433769184,170.403933,170.403139,1.91,1.8636,1996.7,1955.9,54.59,38.58,1920,1920,4621.23,2072.67,6089,5927,4.376,4.103,1.569,1.109
FALSE POSITIVE,FALSE POSITIVE,0,10.31872301,0.00002846,-0.00002846,173.31543,0.00224,-0.00224,3.836,0.121,-0.121,871.7,26.4,-26.4,28.59,8.61,-3.69,876,0,0,139.26,125.69,-46.77,38.2,5927,176,-193,4.409,0.084,-0.196,1.06,0.319,-0.137,15.065,10.31875147,10.31869455,10.31875147,10.31869455,173.31767,173.31319,3.957,3.715,898.1,845.3,37.2,24.9,876,876,264.95,92.49,6103,5734,4.493,4.213,1.379,0.923
CONFIRMED,CANDIDATE,1,2.539183147,0.000005073,-0.000005073,169.67494,0.0016,-0.0016,2.4282,0.0559,-0.0559,382.1,11.4,-11.4,2.06,0.29,-0.28,1332,0,0,743.09,290.34,-212.44,38.9,5519,82,-74,4.35,0.126,-0.103,1.062,0.154,-0.14,15.026,2.53918822,2.539178074,2.53918822,2.539178074,169.67654,169.67334,2.4841,2.3723,393.5,370.7,2.35,1.78,1332,1332,1033.43,530.65,5601,5445,4.476,4.247,1.216,0.922
CONFIRMED,CANDIDATE,1,6.770300385,0.000009537,-0.000009537,170.57662,0.00108,-0.00108,2.0844,0.0454,-0.0454,1304,29.7,-29.7,2.77,0.46,-0.15,812,0,0,102.87,53.88,-21.24,50.8,5653,166,-166,4.656,0.028,-0.112,0.679,0.112,-0.037,15.591,6.770309922,6.770290848,6.770309922,6.770290848,170.5777,170.57554,2.1298,2.039,1333.7,1274.3,3.23,2.62,812,812,156.75,81.63,5819,5487,4.684,4.544,0.791,0.642
FALSE POSITIVE,FALSE POSITIVE,0,0.444291966,0.000000097,-0.000000097,169.865406,0.000169,-0.000169,2.0792,0.0115,-0.0115,10967,45.9,-45.9,27.51,3.46,-1.73,1836,0,0,2706.26,1149.42,-599.58,299.7,5255,156,-156,4.678,0.028,-0.083,0.636,0.08,-0.04,15.748,0.444292063,0.444291869,0.444292063,0.444291869,169.865575,169.865237,2.0907,2.0677,11012.9,10921.1,30.97,25.78,1836,1836,3855.68,2106.68,5411,5099,4.706,4.595,0.716,0.596
CANDIDATE,CANDIDATE,1,10.181584,0.000006188,-0.000006188,177.141891,0.000483,-0.000483,3.5089,0.0331,-0.0331,5741.1,53.2,-53.2,7.73,2.17,-0.72,812,0,0,102.91,86.75,-28.91,183.6,5988,179,-197,4.541,0.048,-0.192,0.836,0.234,-0.078,15.657,10.18159019,10.18157782,10.18159019,10.18157782,177.142374,177.141408,3.542,3.4758,5794.3,5687.9,9.9,7.01,812,812,189.66,74,6167,5791,4.589,4.349,1.07,0.758
CONFIRMED,CANDIDATE,1,20.06036336,0.00005839,-0.00005839,147.46554,0.00241,-0.00241,3.3203,0.0754,-0.0754,1494.7,45.1,-45.1,1.96,0.13,-0.16,361,0,0,4,0.89,-0.9,35.2,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,20.06042175,20.06030497,20.06042175,20.06030497,147.46795,147.46313,3.3957,3.2449,1539.8,1449.6,2.09,1.8,361,361,4.89,3.1,4020,3864,4.796,4.723,0.526,0.453
CONFIRMED,CANDIDATE,1,46.1842039,0.0002654,-0.0002654,165.23729,0.0043,-0.0043,4.758,0.13,-0.13,1394.7,56.4,-56.4,1.83,0.12,-0.15,273,0,0,1.32,0.29,-0.3,26,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,46.1844693,46.1839385,46.1844693,46.1839385,165.24159,165.23299,4.888,4.628,1451.1,1338.3,1.95,1.68,273,273,1.61,1.02,4020,3864,4.796,4.723,0.526,0.453
CONFIRMED,CANDIDATE,0.952,23.9800854,0.0002003,-0.0002003,147.537,0.00647,-0.00647,5.351,0.177,-0.177,104,6.5,-6.5,1.31,0.2,-0.13,649,0,0,41.94,17.84,-10.73,17.1,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,12.882,23.9802857,23.9798851,23.9802857,23.9798851,147.54347,147.53053,5.528,5.174,110.5,97.5,1.51,1.18,649,649,59.78,31.21,5959,5737,4.496,4.296,1.166,0.909
CONFIRMED,CANDIDATE,0.994,7.82502168,0.0000389,-0.0000389,136.54995,0.00436,-0.00436,2.186,0.12,-0.12,520.8,36.4,-36.4,1.2,0.08,-0.1,494,0,0,14.05,3.1,-3.19,15.9,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,7.82506058,7.82498278,7.82506058,7.82498278,136.55431,136.54559,2.306,2.066,557.2,484.4,1.28,1.1,494,494,17.15,10.86,4020,3864,4.796,4.723,0.526,0.453
CONFIRMED,CANDIDATE,1,3.895936525,0.000000771,-0.000000771,170.527552,0.000157,-0.000157,2.3111,0.0302,-0.0302,8544.8,29.5,-29.5,7.34,1.53,-0.65,1005,0,0,241.62,155.31,-64.19,370.8,5557,167,-167,4.592,0.034,-0.136,0.774,0.161,-0.069,15.725,3.895937296,3.895935754,3.895937296,3.895935754,170.527709,170.527395,2.3413,2.2809,8574.3,8515.3,8.87,6.69,1005,1005,396.93,177.43,5724,5390,4.626,4.456,0.935,0.705
CONFIRMED,CANDIDATE,0.999,22.36646466,0.00009761,-0.00009761,175.45862,0.00354,-0.00354,5.228,0.122,-0.122,986.8,35.1,-35.1,2.32,0.38,-0.16,536,0,0,19.45,10.29,-4.56,32.1,5395,160,-160,4.615,0.032,-0.104,0.734,0.122,-0.052,15.583,22.36656227,22.36636705,22.36656227,22.36636705,175.46216,175.45508,5.35,5.106,1021.9,951.7,2.7,2.16,536,536,29.74,14.89,5555,5235,4.647,4.511,0.856,0.682
CONFIRMED,CANDIDATE,1,1.625522174,0.000000158,-0.000000158,170.8266564,0.0000761,-0.0000761,2.38963,0.00338,-0.00338,7969,11.8,-11.8,9.73,1.41,-1.42,1579,0,0,1467.41,576.36,-452.24,799.7,5539,83,-74,4.322,0.137,-0.1,1.106,0.161,-0.161,15.001,1.625522332,1.625522016,1.625522332,1.625522016,170.8267325,170.8265803,2.39301,2.38625,7980.8,7957.2,11.14,8.31,1579,1579,2043.77,1015.17,5622,5465,4.459,4.222,1.267,0.945
CANDIDATE,CANDIDATE,1,19.62034692,0.00000373,-0.00000373,181.881819,0.000148,-0.000148,2.0038,0.0292,-0.0292,21725,85,-85,13.6,1.82,-0.92,643,0,0,40.39,14.34,-7.31,340.5,5710,76,-85,4.492,0.048,-0.112,0.905,0.121,-0.061,15.562,19.62035065,19.62034319,19.62035065,19.62034319,181.881967,181.881671,2.033,1.9746,21810,21640,15.42,12.68,643,643,54.73,33.08,5786,5625,4.54,4.38,1.026,0.844
FALSE POSITIVE,FALSE POSITIVE,0,7.544039,0.0001023,-0.0001023,171.7982,0.0105,-0.0105,6.222,0.731,-0.731,322.6,28.2,-28.2,17.47,4.12,-1.65,838,0,0,116.46,81.18,-31.91,14.2,5657,152,-169,4.567,0.038,-0.152,0.824,0.194,-0.078,15.559,7.5441413,7.5439367,7.5441413,7.5439367,171.8087,171.7877,6.953,5.491,350.8,294.4,21.59,15.82,838,838,197.64,84.55,5809,5488,4.605,4.415,1.018,0.746
CONFIRMED,CANDIDATE,1,9.02930689,0.00001648,-0.00001648,177.20422,0.00142,-0.00142,3.1449,0.0528,-0.0528,1019.8,21.9,-21.9,2.57,0.44,-0.26,757,0,0,77.75,43.01,-22.28,53.9,5349,167,-167,4.526,0.063,-0.108,0.82,0.141,-0.082,15.387,9.02932337,9.02929041,9.02932337,9.02929041,177.20564,177.2028,3.1977,3.0921,1041.7,997.9,3.01,2.31,757,757,120.76,55.47,5516,5182,4.589,4.418,0.961,0.738
FALSE POSITIVE,FALSE POSITIVE,0.053,10.32803571,0.000003762,-0.000003762,174.581054,0.000306,-0.000306,7.7915,0.0272,-0.0272,16918,31.8,-31.8,13.28,3.64,-2.41,843,0,0,119.31,98.49,-48.58,636.8,5627,169,-169,4.359,0.18,-0.18,1.024,0.28,-0.186,15.646,10.32803948,10.32803195,10.32803948,10.32803195,174.58136,174.580748,7.8187,7.7643,16949.8,16886.2,16.92,10.87,843,843,217.8,70.73,5796,5458,4.539,4.179,1.304,0.838
CONFIRMED,CANDIDATE,1,143.2063047,0.0002348,-0.0002348,154.23552,0.0013,-0.0013,8.9302,0.0961,-0.0961,10566,82.4,-82.4,8.9,0.82,-0.38,308,0,0,2.14,0.59,-0.35,138.8,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,15.403,143.2065395,143.2060699,143.2065395,143.2060699,154.23682,154.23422,9.0263,8.8341,10648.4,10483.6,9.72,8.52,308,308,2.73,1.79,5583,5365,4.57,4.475,0.946,0.83
CONFIRMED,CANDIDATE,0.95,6.164876,0.00004635,-0.00004635,135.63916,0.00661,-0.00661,3.262,0.186,-0.186,55.8,4.3,-4.3,0.79,0.13,-0.08,1021,0,0,256.35,109.03,-65.57,14.4,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,12.882,6.16492235,6.16482965,6.16492235,6.16482965,135.64577,135.63255,3.448,3.076,60.1,51.5,0.92,0.71,1021,1021,365.38,190.78,5959,5737,4.496,4.296,1.166,0.909
CONFIRMED,CANDIDATE,0.745,60.32494216,0.00003207,-0.00003207,243.892578,0.000423,-0.000423,6.6188,0.0327,-0.0327,20280,64,-64,12.19,1.11,-0.52,411,0,0,6.77,1.89,-1.09,347.2,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,15.403,60.32497423,60.32491009,60.32497423,60.32491009,243.893001,243.892155,6.6515,6.5861,20344,20216,13.3,11.67,411,411,8.66,5.68,5583,5365,4.57,4.475,0.946,0.83
CONFIRMED,CANDIDATE,0,29.1598615,0.0002534,-0.0002534,150.69922,0.00718,-0.00718,4.803,0.2,-0.2,488,43.5,-43.5,1.91,0.2,-0.07,524,0,0,17.85,5.61,-2.68,11.6,5485,99,-112,4.556,0.014,-0.094,0.867,0.092,-0.034,15.403,29.1601149,29.1596081,29.1601149,29.1596081,150.7064,150.69204,5.003,4.603,531.5,444.5,2.11,1.84,524,524,23.46,15.17,5584,5373,4.57,4.462,0.959,0.833
FALSE POSITIVE,FALSE POSITIVE,0,1.540397253,0.000002702,-0.000002702,170.50479,0.0015,-0.0015,2.1541,0.0846,-0.0846,816.1,25.7,-25.7,25.69,7.44,-2.33,1470,0,0,1105.68,965.56,-306.98,38.8,5663,171,-188,4.53,0.036,-0.204,0.915,0.265,-0.083,15.974,1.540399955,1.540394551,1.540399955,1.540394551,170.50629,170.50329,2.2387,2.0695,841.8,790.4,33.13,23.36,1470,1470,2071.24,798.7,5834,5475,4.566,4.326,1.18,0.832
FALSE POSITIVE,FALSE POSITIVE,0,2.99025443,0.00001168,-0.00001168,171.9834,0.00309,-0.00309,5.414,0.113,-0.113,589.2,14.1,-14.1,1.7,0.1,-0.15,918,0,0,168.45,43.55,-45.45,48.5,4667,140,-154,4.578,0.048,-0.028,0.731,0.042,-0.063,15.842,2.99026611,2.99024275,2.99026611,2.99024275,171.98649,171.98031,5.527,5.301,603.3,575.1,1.8,1.55,918,918,212,123,4807,4513,4.626,4.55,0.773,0.668
